PacketID,GateID,EvidenceFile,Status,Finding,RoleInProofChain,ClaimBoundary
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_PROVISIONAL_BAO_RECONSTRUCTION,evidence/backreaction_provisional_bao_reconstruction_summary.csv,WARNING,a provisional BAO-only backreaction curve is available for sensitivity checks; it is not the source-native Koksbang-Heinesen symbolic-regression reconstruction; rows=6; bootstrap used=3000; omega range=-2.742101178416072..1.3279504899504788; risk=Pantheon+ distance reconstruction and symbolic-regression bootstrap are not reproduced.,backreaction_provisional_sensitivity_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_PROVISIONAL_PREFLIGHT_COMPARISON,evidence/provisional_backreaction_preflight_summary.csv,WARNING,"Provisional BAO-only backreaction bridge comparison completed; findings=PUBLIC_PROXY_WHITENED_STANDARDIZED:status=PROVISIONAL_BACKREACTION_DOES_NOT_REPLACE_LOCKED_K2,dK2Raw=-11.601748510785905,corrTarget=-0.1537171389309864,stableSigns=1/5 | REGISTERED_SHRINKAGE_WHITENED:status=PROVISIONAL_BACKREACTION_DOES_NOT_REPLACE_LOCKED_K2,dK2Raw=-10.548584001779211,corrTarget=-0.1404811950457112,stableSigns=1/5; observable bridge and fitted scales remain non-claim diagnostics.",backreaction_provisional_comparison_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_PROVISIONAL_BRIDGE_DIAGNOSIS,evidence/provisional_backreaction_bridge_diagnosis_summary.csv,WARNING,the provisional BAO-only backreaction bridge has K2-like shape components but fails the target-space sign/observable bridge; K2-aligned/target-anti rows=0/16; K2 closer rows=11/16; status=BRIDGE_SIGN_OR_OBSERVABLE_MISMATCH_DOMINATES_PROVISIONAL_BACKREACTION.,backreaction_bridge_diagnosis_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_K2_COMPONENT_SPLIT,evidence/backreaction_k2_component_split_summary.csv,WARNING,"the provisional backreaction bridge explains a diagnostic component of locked K2, mainly outside the low-depth regime, but does not replace the finite-memory residual; mid/high backreaction-like K2 energy fraction mean=0.5759279895479731; high-depth fraction mean=0.6836437174328374; status=BACKREACTION_COMPONENT_PRESENT_BUT_NOT_SUFFICIENT_AS_STANDALONE_EXPLANATION.",backreaction_k2_component_split_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,K2_RESIDUAL_AFTER_BACKREACTION,evidence/k2_residual_after_backreaction_summary.csv,WARNING,"after removing a provisional backreaction-like component, a nonzero residual K2 component remains; it is diagnostic support for a finite-memory residual, not measurement validation; mid/high residual fraction mean=0.4240720104520266; high residual fraction mean=0.3163562825671625; status=FINITE_MEMORY_RESIDUAL_SURVIVES_BACKREACTION_COMPONENT_SPLIT.",finite_memory_residual_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_BRIDGE_VARIANT_STABILITY,evidence/backreaction_bridge_variant_stability_summary.csv,WARNING,"allowed bridge variants keep a nonzero backreaction-like component and a nonzero residual component, but component fractions are bridge-sensitive; allowed variants=5/6; mid/high allowed component fraction mean=0.5507157186805898; high-depth allowed component fraction mean=0.6775447339871412; status=TWO_COMPONENT_PICTURE_VARIANT_SENSITIVE_BUT_PERSISTENT.",backreaction_bridge_variant_stability_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_DEPTH_STABILITY,evidence/backreaction_depth_stability_summary.csv,WARNING,Leave-one-depth audit completed without changing locked K2; statuses={'STABLE_NONZERO_COMPONENT': 4}; min leave-one component fraction=0.4348817403049914; max drop=0.1582004633239571.,backreaction_depth_stability_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_UPGRADE,evidence/source_native_backreaction_upgrade_summary.csv,WARNING,"the source-native backreaction upgrade path is fully specified, but the required reconstruction vectors, bootstrap samples, and covariance are not available in the repo or arXiv source packages; families=5; blocking items=25/25; status=SOURCE_NATIVE_BACKREACTION_BLOCKED_REQUIRED_OBJECTS_DECLARED.",source_native_backreaction_upgrade_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_PUBLIC_INPUT_VALIDATION,evidence/source_native_public_input_validation_summary.csv,PASS,local Pantheon+ and DESI BAO inputs pass structural validation for a source-native reproduction preflight; SN input validated=True; BAO products validated=2/2; status=PUBLIC_INPUTS_VALIDATED_FOR_REPRODUCTION_PREFLIGHT.,source_native_public_input_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_RUNTIME_VALIDATION,evidence/source_native_runtime_validation_summary.csv,WARNING,"the current runtime can execute formula/input audits, but not a PySR/cp3-bench source-native symbolic-regression reproduction; minimum runtime ready=True; symbolic runtime ready=False; status=MINIMUM_RUNTIME_READY_SYMBOLIC_RUNTIME_MISSING.",source_native_runtime_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SYMBOLIC_REGRESSION_ONLINE_SOURCE_PROBE,evidence/symbolic_regression_online_source_probe_summary.csv,WARNING,"cp3-bench is publicly reachable as generic symbolic-regression tooling, but the paper-specific D/H_D derivative exports and covariance are not publicly exposed in the probed sources; sources probed=3; generic tooling sources=3; paper-specific derivative export sources=0; status=GENERIC_TOOLING_FOUND_PAPER_SPECIFIC_EXPORTS_NOT_FOUND.",symbolic_regression_online_source_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_EXPORT_TEMPLATES,evidence/source_native_backreaction_template_summary.csv,PASS,source-native export schemas are ready for author exports or reproduced symbolic-regression outputs; families=5; status=SOURCE_NATIVE_EXPORT_TEMPLATES_READY.,source_native_export_template_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_EXPORT_VALIDATION,evidence/source_native_backreaction_export_validation_summary.csv,WARNING,"source-native export validation gate is ready, but required exports are missing or invalid; reconstruction valid=False; metadata valid=False; status=SOURCE_NATIVE_EXPORTS_MISSING_OR_INVALID.",source_native_export_validation_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_UNCERTAINTY_VALIDATION,evidence/source_native_backreaction_uncertainty_validation_summary.csv,WARNING,"source-native uncertainty validation gate is ready, but bootstrap/covariance exports are missing or invalid; bootstrap valid=False; covariance valid=False; status=SOURCE_NATIVE_UNCERTAINTY_MISSING_OR_INVALID.",source_native_uncertainty_validation_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_BRIDGE_SCORECARD,evidence/source_native_backreaction_bridge_summary.csv,WARNING,"source-native bridge scorecard gate is ready, but source-native backreaction vector is missing; vector available=False; families scored=0; status=SOURCE_NATIVE_BRIDGE_SCORE_BLOCKED.",source_native_backreaction_bridge_scorecard_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_FIXTURE_SMOKE_TEST,evidence/source_native_backreaction_fixture_smoke_summary.csv,PASS,source-native ingestion and bridge scoring code path works on artificial fixture data; omega rows=80; bridge score rows=20; fixture only=True; status=SOURCE_NATIVE_PIPELINE_FIXTURE_SMOKE_PASSED.,source_native_fixture_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_UNCERTAINTY_FIXTURE_SMOKE_TEST,evidence/source_native_uncertainty_fixture_smoke_summary.csv,PASS,source-native uncertainty validation code path works on artificial fixture data; bootstrap rows=240; covariance rows=320; fixture only=True; status=SOURCE_NATIVE_UNCERTAINTY_FIXTURE_SMOKE_PASSED.,source_native_uncertainty_fixture_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_TRAINING_DATASETS,evidence/source_native_training_dataset_summary.csv,PASS,public SN and radial BAO training inputs are exported for a future symbolic-regression reproduction route; SN rows=1701; BAO rows=21; derivative exports ready=False; status=SOURCE_NATIVE_TRAINING_INPUTS_READY_DERIVATIVES_MISSING.,source_native_training_input_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_DERIVATIVE_PILOT,evidence/source_native_derivative_pilot_summary.csv,PASS,public SN/BAO training inputs can drive a fixed polynomial derivative pilot for formula-path stress testing; grid rows=24; omega median=-0.1072983560872457; source-native export ready=False; status=DERIVATIVE_PILOT_READY_SOURCE_NATIVE_EXPORTS_STILL_MISSING.,source_native_derivative_pilot_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_DERIVATIVE_PILOT_UNCERTAINTY,evidence/source_native_derivative_pilot_uncertainty_summary.csv,PASS,the public derivative pilot has a bootstrap uncertainty stress test for formula-path diagnostics; samples=128; median relative sigma=2.8388191548846495; source-native uncertainty ready=False; status=DERIVATIVE_PILOT_BOOTSTRAP_READY_SOURCE_NATIVE_UNCERTAINTY_MISSING.,source_native_derivative_pilot_uncertainty_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_DERIVATIVE_PILOT_BRIDGE_COMPARISON,evidence/source_native_derivative_pilot_bridge_comparison_summary.csv,WARNING,the public derivative pilot can be compared against the provisional BAO backreaction route as a shape diagnostic; rows compared=5; sign matches=3; correlation=-0.3774252662696313; status=PILOT_PARTIAL_SHAPE_OVERLAP_WITH_PROVISIONAL.,source_native_derivative_pilot_bridge_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,DERIVATIVE_PILOT_K2_COMPONENT_SPLIT,evidence/derivative_pilot_k2_component_split_summary.csv,WARNING,the public derivative pilot can be projected into the locked K2 route space as a diagnostic component split; mid/high pilot fraction=0.418821546084273; high pilot fraction=0.4541925256647191; low pilot fraction=0.0799759570517709; status=DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_COMPLETED_DIAGNOSTIC_ONLY.,derivative_pilot_k2_component_split_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY,evidence/derivative_pilot_component_uncertainty_summary.csv,WARNING,the derivative-pilot K2 component split has a bootstrap uncertainty stress test; mid/high P50=0.4301272591895086; mid/high P16..P84=0.3153151910732782..0.5552819288216263; low P50=0.2688972871626622; status=DERIVATIVE_PILOT_COMPONENT_UNCERTAINTY_READY_DIAGNOSTIC_ONLY.,derivative_pilot_component_uncertainty_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT,evidence/derivative_pilot_noise_source_summary.csv,WARNING,the derivative-pilot component uncertainty can be decomposed by public SN and BAO input-noise modes; dominant low-depth spread mode=SN_PLUS_BAO; mid/high P50=0.418443627297458; status=LOW_DEPTH_SPREAD_SOURCE_DIAGNOSED_DIAGNOSTIC_ONLY.,derivative_pilot_noise_source_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,DERIVATIVE_PILOT_DEGREE_SENSITIVITY,evidence/derivative_pilot_degree_sensitivity_summary.csv,WARNING,nearby fixed polynomial degrees preserve nonzero mid/high K2 component but expose reconstruction sensitivity; mid/high P50=0.4566939077191591; low P50=0.1900119127470382; low-depth degree sensitive=True; status=DERIVATIVE_PILOT_DEGREE_SENSITIVITY_COMPLETED_DIAGNOSTIC_ONLY.,derivative_pilot_degree_sensitivity_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,MIDHIGH_COMPONENT_STABILITY_AUDIT,evidence/midhigh_component_stability_summary.csv,PASS,the non-source-native preflight audits consistently retain a mid/high backreaction-like K2 component; checks=4/4; mid/high lower min=0.1547140772761525; low stable suppression=False; status=MIDHIGH_COMPONENT_STABLE_LOW_DEPTH_NOT_STABLE.,midhigh_component_stability_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,LOW_DEPTH_TAU_CORE_SUPPORT_AUDIT,evidence/low_depth_tau_core_support_summary.csv,PASS,"low-depth suppression is strengthened at the locked Tau-core operator level, while the derivative-pilot low-depth physical-null route remains weak; tau-core suppression checks=3; locked K2 low/high target ratio=0.1258238369928867; pilot physical-null stable=False; status=LOW_DEPTH_SUPPORTED_BY_LOCKED_TAU_CORE_OPERATOR_PILOT_RECONSTRUCTION_WEAK.",low_depth_tau_core_support_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,TAU_CORE_A2_CLAIM_LADDER,evidence/tau_core_a2_claim_ladder_summary.csv,PASS,A2 has strong preflight support for locked low-depth operator suppression and a stable mid/high backreaction-like component; strong preflight claims=2/5; low-depth operator support=True; mid/high stable=True; low-depth physical null stable=False; source-native ready=False.,paper_language_claim_ladder,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_SURROGATE_FAMILY_EXPORT,evidence/source_native_surrogate_family_export_summary.csv,WARNING,a surrogate multi-family backreaction export can rehearse the source-native scoring pipeline; families=5; grid rows/family=24; finite derivatives=True; source-native exports ready=False; status=SURROGATE_FAMILY_EXPORT_READY_SOURCE_NATIVE_STILL_MISSING.,source_native_pipeline_rehearsal_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_SURROGATE_BRIDGE_SCORECARD,evidence/source_native_surrogate_bridge_summary.csv,WARNING,"the future source-native bridge scorecard can execute on a surrogate multi-family export; route-family cases=10; K2 beats surrogate cases=10; K2 beats K1 cases=10; median corr(surrogate,K2)=0.5037421874062722; source-native bridge ready=False.",source_native_pipeline_rehearsal_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_SURROGATE_BRIDGE_SHAPE_DIAGNOSIS,evidence/source_native_surrogate_bridge_shape_summary.csv,WARNING,"surrogate bridge mismatches are diagnosable as shape/amplitude warnings without changing locked K2; cases=10; K2-like shape cases=1; amplitude-dominated cases=1; sign/shape mismatch cases=4; median corr(surrogate,K2)=0.5037421874062722.",source_native_pipeline_rehearsal_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_SURROGATE_FAMILY_RANK,evidence/source_native_surrogate_family_rank_summary.csv,WARNING,surrogate families can be prioritized for source-native follow-up by shape and sign diagnostics; families ranked=5; top family=QR_CRITERIA_2; top corr(K2)=0.6072784314425355; positive K2-corr families=3; families with sign/shape mismatch=2.,source_native_followup_prioritization_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_DECISION_RULES,evidence/source_native_backreaction_decision_rules_summary.csv,PASS,future source-native backreaction exports now have predeclared interpretation rules; rules=6; top surrogate comparator=QR_CRITERIA_2; source-native export ready=False; source-native covariance ready=False.,source_native_future_interpretation_policy,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_BACKREACTION_DECISION_DRY_RUN,evidence/source_native_backreaction_decision_dry_run_summary.csv,WARNING,decision rules are executable on surrogate inputs and preserve source-native measurement closure; rules evaluated=6; supportive dry-run rules=4; weakening dry-run rules=2; K2 beats surrogate cases=10/10; source-native export ready=False.,source_native_future_interpretation_policy,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_SYMBOLIC_PROTOCOL_EXTRACT,evidence/source_native_symbolic_protocol_extract_summary.csv,WARNING,"the upstream symbolic-regression protocol is partially machine-readable, but final derivative vectors are not exposed; protocol items=10; BAO rows extracted=10; directly executable items=4; manual judgment items=6; author vectors available=False.",source_native_reproduction_protocol_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PYSR_CRITERIA3_REPRODUCTION_CONTRACT,evidence/pysr_criteria3_reproduction_readiness.csv,PASS,the upstream criteria-set-3 symbolic-regression route is specified and locally executable; inputs ready=True; runtime ready=True; PySR=True; Julia=True; execution ready=True.,source_native_reproduction_runtime_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PYSR_CRITERIA3_SMOKE_RUN,evidence/pysr_criteria3_smoke_summary.csv,WARNING,the criteria-set-3 PySR smoke route executed and exported a derivative-ready H_D proxy vector; selected equation=-0.23899917; complexity=1; criteria3 score=1.7890149; weighted MSE=245.77147148723003; source-native covariance ready=False.,source_native_reproduction_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PYSR_CRITERIA3_STRUCTURED_SMOKE,evidence/pysr_criteria3_structured_smoke_summary.csv,WARNING,the structured PySR smoke route executed and separated the strict criteria-set-3 selection from nonconstant diagnostic candidates; strict equation=-0.23905218; strict W-MSE=245.7639199705603; best nonconstant equation=((x0 + 0.10858442) + (-0.058773473 / x0)) * log((x0 * 1.0989125) + -0.3808641); best nonconstant W-MSE=0.7715048225994042; penalty-one selects constant=True.,source_native_reproduction_penalty_diagnosis_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PYSR_PENALTY_NORMALIZATION_AUDIT,evidence/pysr_penalty_normalization_summary.csv,WARNING,the PySR smoke run exposes a penalty-scale governance issue before source-native backreaction scoring; break-even penalty=0.0604873729692307; strict penalty-one constant=True; best nonconstant W-MSE=0.7715048225994042; normalization required=True.,source_native_reproduction_penalty_governance_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_NORMALIZED_CRITERIA3_SELECTOR,evidence/source_native_normalized_criteria3_selector_summary.csv,WARNING,a scale-aware criteria-set-3 selector is pre-registered for future source-native bootstrap reruns; selected equation=(x0 * 1.4965818) + -1.7322209; selected constant=False; selected score=0.2063888481458998; weighted MSE=4.864081623592746; future bootstrap allowed=True.,source_native_normalized_selector_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_NORMALIZED_CRITERIA3_BOOTSTRAP_SMOKE,evidence/source_native_normalized_criteria3_bootstrap_smoke_summary.csv,WARNING,the normalized criteria-set-3 selector can be run across bootstrap resamples and exported with a smoke covariance; runs=12; finite runs=12; nonconstant selections=12; median complexity=5.0; smoke covariance ready=True.,source_native_normalized_bootstrap_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,NORMALIZED_PYSR_BACKREACTION_SMOKE_NULL,evidence/normalized_pysr_backreaction_smoke_summary.csv,WARNING,a hybrid normalized-PySR H_D plus derivative-pilot D backreaction smoke null can be built and scored against locked K2; K2 beats smoke cases=2/2; median corr smoke-K2=0.7121722564091413; median DeltaChi2 K2-smoke=-51.86198275954648; D branch source-native=False.,hybrid_backreaction_smoke_null_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,SOURCE_NATIVE_NORMALIZED_CRITERIA3_D_BRANCH_SMOKE,evidence/source_native_normalized_criteria3_d_branch_bootstrap_smoke_summary.csv,WARNING,"the normalized criteria-set-3 selector can export D,D_prime,D_double_prime across D-branch smoke resamples; binned rows=20; runs=12; finite runs=12; nonconstant selections=12; median complexity=5.0.",source_native_d_branch_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,FULL_NORMALIZED_PYSR_BACKREACTION_SMOKE_NULL,evidence/full_normalized_pysr_backreaction_smoke_summary.csv,WARNING,a full D+H normalized-PySR smoke backreaction null can be built and scored against locked K2; K2 beats smoke cases=2/2; median corr smoke-K2=-0.3321412879026154; median DeltaChi2 K2-smoke=-28.450342456156505; Omega abs max=56.50157458079968.,full_normalized_backreaction_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,FULL_NORMALIZED_PYSR_BACKREACTION_SENSITIVITY,evidence/full_normalized_pysr_backreaction_sensitivity_summary.csv,WARNING,"the full normalized-PySR smoke null is scoreable, but its low-depth D-derivative sensitivity is high; low-depth Omega abs max=56.50157458079968; mid/high Omega abs max=1.5019022688327135; median D2/D1 low=2.668531784171269; median D2/D1 mid/high=0.51711504210716.",full_normalized_backreaction_derivative_sensitivity_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,D_BRANCH_DERIVATIVE_REGULARIZED_SELECTOR,evidence/d_branch_derivative_regularized_selector_summary.csv,WARNING,a D-branch derivative-regularity policy is registered for smoke governance; curvature budget=1.0; lambda=1.0; status=D_BRANCH_DERIVATIVE_REGULARIZED_SELECTOR_REGISTERED.,d_branch_regularized_selector_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_SMOKE,evidence/d_branch_derivative_regularized_bootstrap_smoke_summary.csv,WARNING,"the D-branch smoke selector can export derivative-regularized D,D_prime,D_double_prime samples; runs=12; finite runs=12; median low-depth curvature=2.6248224819291592e-09; median mid/high curvature=4.6471245082393585e-09.",d_branch_regularized_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,D_BRANCH_DERIVATIVE_REGULARIZED_BOOTSTRAP_200,evidence/d_branch_derivative_regularized_bootstrap_200_summary.csv,WARNING,the registered D-branch derivative-regularized selector is stable at 200 bootstrap preflight scale; runs=200; finite runs=200; nonconstant selections=196; median low-depth curvature=2.593529063796008e-09; p95 low-depth curvature=0.6129532836347328; next=run the H_D branch at matching 200-bootstrap scale and then rebuild the full regularized backreaction null.,d_branch_regularized_200_scale_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,H_BRANCH_NORMALIZED_CRITERIA3_BOOTSTRAP_200,evidence/h_branch_normalized_criteria3_bootstrap_200_summary.csv,WARNING,the normalized criteria-set-3 H_D branch is stable at 200 bootstrap preflight scale; runs=200; finite runs=200; nonconstant selections=200; median band width=0.0043802510588577; next=combine the 200-bootstrap H_D branch with the 200-bootstrap regularized D branch.,h_branch_normalized_200_scale_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,REGULARIZED_FULL_PYSR_BACKREACTION_SMOKE_NULL,evidence/regularized_full_pysr_backreaction_smoke_summary.csv,WARNING,a derivative-regularized D + H smoke backreaction null can be built and scored against locked K2; K2 beats smoke cases=2/2; median corr smoke-K2=0.4790238347297145; median DeltaChi2 K2-smoke=-33.16322636237393; Omega abs max=2.8117954539384766.,regularized_full_backreaction_smoke_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,REGULARIZED_FULL_PYSR_BACKREACTION_SENSITIVITY,evidence/regularized_full_pysr_backreaction_sensitivity_summary.csv,WARNING,the derivative-regularized full PySR smoke null has audited low-depth sensitivity; low-depth Omega abs max=2.8117954539384766; mid/high Omega abs max=1.9290320688697316; median D2/D1 low=1.889860522226933e-09; median D2/D1 mid/high=0.0.,regularized_full_backreaction_derivative_sensitivity_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,REGULARIZED_VS_UNREGULARIZED_DECISION_AUDIT,evidence/regularized_vs_unregularized_decision_summary.csv,WARNING,the derivative-regularized smoke null is a better-governed preflight control than the unregularized smoke null; low-depth Omega reduction ratio=0.0497649043376213; low-depth derivative reduction ratio=7.082023655992698e-10; K2 beats regularized smoke=2/2; recommendation=SCALE_REGISTERED_SELECTOR_TO_200_BOOTSTRAP_PREFLIGHT.,regularized_selector_scale_decision_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,REGULARIZED_FULL_PYSR_BACKREACTION_200,evidence/regularized_full_pysr_backreaction_200_summary.csv,WARNING,a derivative-regularized D + H 200-bootstrap backreaction null can be built and scored against locked K2; samples=200; K2 beats 200-null=2/2; median corr null-K2=0.4631367608611351; median DeltaChi2 K2-null=-32.606878374448925; Omega abs max=2.7813622071640127.,regularized_full_200_backreaction_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,REGULARIZED_FULL_PYSR_BACKREACTION_200_SENSITIVITY,evidence/regularized_full_pysr_backreaction_200_sensitivity_summary.csv,WARNING,the derivative-regularized full PySR 200-bootstrap null has audited low-depth sensitivity; low-depth Omega abs max=2.7813622071640127; mid/high Omega abs max=1.906799768117361; median D2/D1 low=0.0; median D2/D1 mid/high=0.0.,regularized_full_200_sensitivity_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,REGULARIZED_200_NULL_DOMINANCE_AUDIT,evidence/regularized_200_null_dominance_summary.csv,PASS,locked K2 remains more competitive than the regularized 200-bootstrap backreaction null in the current preflight benchmark; routes=2/2; rows=16/16; stable rows=10/10; zones=6/6; median DeltaChi2 K2-null=-32.606878374448925.,regularized_200_null_dominance_boundary,tau_core_a2_preflight_packet_no_measurement_validation
